role,rank,phase,operator,input_shapes,input_dtypes,calls,gpu_kernel_count,gpu_total_us,gpu_mean_us,gpu_min_us,gpu_max_us
enterprise,1,prefill,aten.sub.Tensor,"[[1024], [1024]]","[""torch.int64"", ""torch.int64""]",4,4,6.912,1.728,1.696,1.76
enterprise,1,prefill,aten.mul.Tensor,"[[1024], [1024]]","[""torch.bool"", ""torch.int64""]",4,4,15.296,3.824,3.456,3.968
enterprise,1,prefill,aten.bitwise_not.default,[[1024]],"[""torch.bool""]",4,4,5.408,1.352,1.344,1.376
enterprise,1,prefill,aten.to.dtype,[[1024]],"[""torch.int64""]",4,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.embedding.default,"[[75968, 2048], [1024]]","[""torch.float16"", ""torch.int64""]",4,4,33.344,8.336,6.816,9.6
enterprise,1,prefill,aten.unsqueeze.default,[[1024]],"[""torch.bool""]",4,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.masked_fill_.Scalar,"[[1024, 2048], [1024, 1]]","[""torch.float16"", ""torch.bool""]",4,4,41.824,10.456,10.4,10.528
enterprise,1,prefill,vllm.all_reduce.default,"[[1024, 2048]]","[""torch.float16""]",76,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,pynccl.all_reduce,"[[1024, 2048]]","[""torch.float16""]",76,76,23446.889,308.5116973684211,293.919,328.927
enterprise,1,prefill,aten.detach.default,[[2048]],"[""torch.float16""]",73,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.empty_like.default,"[[1024, 2048]]","[""torch.float16""]",4,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,_C.rms_norm.default,"[[1024, 2048], [1024, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",4,4,114.976,28.744,28.576,28.832
enterprise,1,prefill,aten.linear.default,"[[1024, 2048], [1280, 2048], [1280]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",36,36,2659.987,73.88852777777778,72.8,74.624
enterprise,1,prefill,aten.split_with_sizes.default,"[[1024, 1280]]","[""torch.float16""]",36,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,_C.rotary_embedding.default,"[[1024], [1024, 1024], [1024, 128], [32768, 128]]","[""torch.int64"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",36,36,395.04,10.973333333333334,10.72,11.2
enterprise,1,prefill,aten.zeros.default,[],[],36,36,98.175,2.7270833333333333,2.656,2.848
enterprise,1,prefill,aten.view.default,"[[1024, 1024]]","[""torch.float16""]",72,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.view.default,"[[1024, 128]]","[""torch.float16""]",72,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,vllm.unified_attention_with_output.default,"[[1024, 8, 128], [1024, 1, 128], [1024, 1, 128], [1024, 8, 128]]","[""torch.float16"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",36,72,5596.974,155.4715,64.256,245.567
enterprise,1,prefill,aten.view.default,"[[1024, 8, 128]]","[""torch.float16""]",36,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.linear.default,"[[1024, 1024], [2048, 1024]]","[""torch.float16"", ""torch.float16""]",36,36,1796.694,49.908166666666666,49.184,50.624
enterprise,1,prefill,_C.fused_add_rms_norm.default,"[[1024, 2048], [1024, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",69,69,1989.111,28.82769565217391,27.84,29.728
enterprise,1,prefill,aten.linear.default,"[[1024, 2048], [11008, 2048]]","[""torch.float16"", ""torch.float16""]",36,36,19328.92,536.9144444444445,533.438,540.254
enterprise,1,prefill,aten.empty.memory_format,[],[],44,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,_C.silu_and_mul.default,"[[1024, 5504], [1024, 11008]]","[""torch.float16"", ""torch.float16""]",36,36,2748.055,76.33486111111111,75.52,77.375
enterprise,1,prefill,aten.linear.default,"[[1024, 5504], [2048, 5504]]","[""torch.float16"", ""torch.float16""]",36,36,8472.511,235.34752777777777,229.631,238.719
enterprise,1,prefill,aten.lift_fresh.default,"[[1, 128]]","[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.detach_.default,"[[1, 128]]","[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,c10d.broadcast_.default,"[[1024, 2048]]","[""torch.float16""]",8,8,3154.645,394.330625,194.368,756.797
enterprise,1,prefill,aten.lift_fresh.default,"[[1, 192]]","[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.detach_.default,"[[1, 192]]","[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.lift_fresh.default,"[[1, 256]]","[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.detach_.default,"[[1, 256]]","[""torch.int32""]",2,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.lift_fresh.default,[[1]],"[""torch.int64""]",1,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.to.device,[[1]],"[""torch.int64""]",1,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.detach_.default,[[1]],"[""torch.int64""]",1,0,0.0,0.0,0.0,0.0
enterprise,1,prefill,aten.index_select.default,"[[1024, 2048], [1]]","[""torch.float16"", ""torch.int64""]",1,1,2.784,2.784,2.784,2.784
enterprise,1,prefill,aten.linear.default,"[[1, 2048], [75968, 2048]]","[""torch.float16"", ""torch.float16""]",1,1,642.109,642.109,642.109,642.109
enterprise,1,prefill,c10d.gather_.default,"[[1, 75968]]","[""torch.float16""]",1,1,22.24,22.24,22.24,22.24
enterprise,1,decode,aten.lift_fresh.default,[[1]],"[""torch.int64""]",48,0,0.0,0.0,0.0,0.0
enterprise,1,decode,aten.detach_.default,[[1]],"[""torch.int64""]",48,0,0.0,0.0,0.0,0.0
enterprise,1,decode,aten.lift_fresh.default,[[1]],"[""torch.int32""]",32,0,0.0,0.0,0.0,0.0
enterprise,1,decode,aten.detach_.default,[[1]],"[""torch.int32""]",32,0,0.0,0.0,0.0,0.0
enterprise,1,decode,aten.lift_fresh.default,"[[1, 257]]","[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
enterprise,1,decode,aten.detach_.default,"[[1, 257]]","[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
enterprise,1,decode,aten.lift_fresh.default,[[2]],"[""torch.int32""]",32,0,0.0,0.0,0.0,0.0
enterprise,1,decode,aten.detach_.default,[[2]],"[""torch.int32""]",32,0,0.0,0.0,0.0,0.0
enterprise,1,decode,aten.ge.Scalar,[[1]],"[""torch.int64""]",16,16,30.336,1.896,1.44,2.4
enterprise,1,decode,aten.lt.Scalar,[[1]],"[""torch.int64""]",16,16,23.392,1.462,1.44,1.472
enterprise,1,decode,aten.__and__.Tensor,"[[1], [1]]","[""torch.bool"", ""torch.bool""]",16,16,27.328,1.708,1.536,1.888
enterprise,1,decode,aten.mul.Tensor,[[1]],"[""torch.bool""]",16,16,33.664,2.104,1.824,2.4
enterprise,1,decode,aten.add.Tensor,"[[1], [1]]","[""torch.int64"", ""torch.int64""]",8,8,12.608,1.576,1.568,1.6
enterprise,1,decode,aten.__or__.Tensor,"[[1], [1]]","[""torch.bool"", ""torch.bool""]",8,8,12.288,1.536,1.536,1.536
enterprise,1,decode,aten.sub.Tensor,"[[1], [1]]","[""torch.int64"", ""torch.int64""]",8,8,13.376,1.672,1.664,1.696
enterprise,1,decode,aten.mul.Tensor,"[[1], [1]]","[""torch.bool"", ""torch.int64""]",8,8,18.784,2.348,2.304,2.4
enterprise,1,decode,aten.bitwise_not.default,[[1]],"[""torch.bool""]",8,8,12.768,1.596,1.568,1.6
enterprise,1,decode,aten.to.dtype,[[1]],"[""torch.int64""]",8,0,0.0,0.0,0.0,0.0
enterprise,1,decode,aten.embedding.default,"[[75968, 2048], [1]]","[""torch.float16"", ""torch.int64""]",8,8,22.656,2.832,2.816,2.88
enterprise,1,decode,aten.unsqueeze.default,[[1]],"[""torch.bool""]",8,0,0.0,0.0,0.0,0.0
enterprise,1,decode,aten.masked_fill_.Scalar,"[[1, 2048], [1, 1]]","[""torch.float16"", ""torch.bool""]",8,8,20.16,2.52,2.464,2.56
enterprise,1,decode,vllm.all_reduce.default,"[[1, 2048]]","[""torch.float16""]",152,0,0.0,0.0,0.0,0.0
enterprise,1,decode,pynccl.all_reduce,"[[1, 2048]]","[""torch.float16""]",152,152,6929.643,45.589756578947366,8.064,772.573
enterprise,1,decode,aten.detach.default,[[2048]],"[""torch.float16""]",152,0,0.0,0.0,0.0,0.0
enterprise,1,decode,aten.empty_like.default,"[[1, 2048]]","[""torch.float16""]",8,0,0.0,0.0,0.0,0.0
enterprise,1,decode,_C.rms_norm.default,"[[1, 2048], [1, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",8,8,25.215,3.151875,3.104,3.168
enterprise,1,decode,aten.linear.default,"[[1, 2048], [1280, 2048], [1280]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",72,72,1017.051,14.125708333333334,13.792,14.784
enterprise,1,decode,aten.split_with_sizes.default,"[[1, 1280]]","[""torch.float16""]",72,0,0.0,0.0,0.0,0.0
enterprise,1,decode,_C.rotary_embedding.default,"[[1], [1, 1024], [1, 128], [32768, 128]]","[""torch.int64"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",72,72,178.624,2.4808888888888885,2.4,2.656
enterprise,1,decode,aten.zeros.default,[],[],72,72,84.288,1.1706666666666667,1.152,1.184
enterprise,1,decode,aten.view.default,"[[1, 1024]]","[""torch.float16""]",144,0,0.0,0.0,0.0,0.0
enterprise,1,decode,aten.view.default,"[[1, 128]]","[""torch.float16""]",144,0,0.0,0.0,0.0,0.0
enterprise,1,decode,vllm.unified_attention_with_output.default,"[[1, 8, 128], [1, 1, 128], [1, 1, 128], [1, 8, 128]]","[""torch.float16"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",72,232,1661.243,23.072819444444445,22.431,24.576
enterprise,1,decode,aten.view.default,"[[1, 8, 128]]","[""torch.float16""]",72,0,0.0,0.0,0.0,0.0
enterprise,1,decode,aten.linear.default,"[[1, 1024], [2048, 1024]]","[""torch.float16"", ""torch.float16""]",72,72,927.419,12.880819444444445,12.672,13.248
enterprise,1,decode,_C.fused_add_rms_norm.default,"[[1, 2048], [1, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",144,144,394.591,2.7402152777777777,2.56,2.944
enterprise,1,decode,aten.linear.default,"[[1, 2048], [11008, 2048]]","[""torch.float16"", ""torch.float16""]",72,72,6737.291,93.57348611111111,93.215,94.048
enterprise,1,decode,aten.empty.memory_format,[],[],88,0,0.0,0.0,0.0,0.0
enterprise,1,decode,_C.silu_and_mul.default,"[[1, 5504], [1, 11008]]","[""torch.float16"", ""torch.float16""]",72,72,260.704,3.6208888888888886,3.52,3.872
enterprise,1,decode,aten.linear.default,"[[1, 5504], [2048, 5504]]","[""torch.float16"", ""torch.float16""]",72,144,4171.378,57.935805555555554,57.504,58.687
enterprise,1,decode,c10d.broadcast_.default,"[[1, 2048]]","[""torch.float16""]",16,16,1451.418,90.713625,7.519,585.598
enterprise,1,decode,aten.to.device,[[1]],"[""torch.int64""]",8,0,0.0,0.0,0.0,0.0
enterprise,1,decode,aten.index_select.default,"[[1, 2048], [1]]","[""torch.float16"", ""torch.int64""]",8,8,20.703,2.587875,2.56,2.623
enterprise,1,decode,aten.linear.default,"[[1, 2048], [75968, 2048]]","[""torch.float16"", ""torch.float16""]",8,8,5087.373,635.921625,635.357,636.19
enterprise,1,decode,c10d.gather_.default,"[[1, 75968]]","[""torch.float16""]",8,8,178.688,22.336,21.664,22.848
cloud,1,prefill,aten.lift_fresh.default,[[1024]],"[""torch.int64""]",8,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.detach_.default,[[1024]],"[""torch.int64""]",8,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.lift_fresh.default,[[1]],"[""torch.int32""]",8,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.detach_.default,[[1]],"[""torch.int32""]",8,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.lift_fresh.default,"[[1, 64]]","[""torch.int32""]",1,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.detach_.default,"[[1, 64]]","[""torch.int32""]",1,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.lift_fresh.default,[[2]],"[""torch.int32""]",8,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.detach_.default,[[2]],"[""torch.int32""]",8,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.empty.memory_format,[],[],116,0,0.0,0.0,0.0,0.0
cloud,1,prefill,c10d.broadcast_.default,"[[1024, 2048]]","[""torch.float16""]",8,8,4743.674,592.95925,203.552,801.311
cloud,1,prefill,aten.detach.default,[[2048]],"[""torch.float16""]",216,0,0.0,0.0,0.0,0.0
cloud,1,prefill,_C.fused_add_rms_norm.default,"[[1024, 2048], [1024, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",216,216,6315.991,29.240699074074072,28.224,30.464
cloud,1,prefill,aten.linear.default,"[[1024, 2048], [1280, 2048], [1280]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",108,108,8441.14,78.15870370370371,73.664,83.456
cloud,1,prefill,aten.split_with_sizes.default,"[[1024, 1280]]","[""torch.float16""]",108,0,0.0,0.0,0.0,0.0
cloud,1,prefill,_C.rotary_embedding.default,"[[1024], [1024, 1024], [1024, 128], [32768, 128]]","[""torch.int64"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",108,108,1250.496,11.578666666666667,10.784,12.448
cloud,1,prefill,aten.zeros.default,[],[],108,108,315.616,2.9223703703703703,2.656,3.328
cloud,1,prefill,aten.view.default,"[[1024, 1024]]","[""torch.float16""]",216,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.view.default,"[[1024, 128]]","[""torch.float16""]",216,0,0.0,0.0,0.0,0.0
cloud,1,prefill,vllm.unified_attention_with_output.default,"[[1024, 8, 128], [1024, 1, 128], [1024, 1, 128], [1024, 8, 128]]","[""torch.float16"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",108,216,17852.1,165.29722222222222,65.152,281.792
cloud,1,prefill,aten.view.default,"[[1024, 8, 128]]","[""torch.float16""]",108,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.linear.default,"[[1024, 1024], [2048, 1024]]","[""torch.float16"", ""torch.float16""]",108,108,5636.731,52.1919537037037,50.4,56.064
cloud,1,prefill,vllm.all_reduce.default,"[[1024, 2048]]","[""torch.float16""]",216,0,0.0,0.0,0.0,0.0
cloud,1,prefill,pynccl.all_reduce,"[[1024, 2048]]","[""torch.float16""]",216,216,72685.338,336.5061944444444,315.199,990.686
cloud,1,prefill,aten.linear.default,"[[1024, 2048], [11008, 2048]]","[""torch.float16"", ""torch.float16""]",108,108,60270.448,558.0597037037037,545.311,580.415
cloud,1,prefill,_C.silu_and_mul.default,"[[1024, 5504], [1024, 11008]]","[""torch.float16"", ""torch.float16""]",108,108,8362.131,77.42713888888889,75.52,79.36
cloud,1,prefill,aten.linear.default,"[[1024, 5504], [2048, 5504]]","[""torch.float16"", ""torch.float16""]",108,108,26610.236,246.39107407407408,240.832,263.072
cloud,1,prefill,aten.lift_fresh.default,"[[1, 128]]","[""torch.int32""]",1,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.detach_.default,"[[1, 128]]","[""torch.int32""]",1,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.lift_fresh.default,"[[1, 192]]","[""torch.int32""]",1,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.detach_.default,"[[1, 192]]","[""torch.int32""]",1,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.lift_fresh.default,"[[1, 256]]","[""torch.int32""]",1,0,0.0,0.0,0.0,0.0
cloud,1,prefill,aten.detach_.default,"[[1, 256]]","[""torch.int32""]",1,0,0.0,0.0,0.0,0.0
cloud,1,decode,aten.lift_fresh.default,[[1]],"[""torch.int64""]",16,0,0.0,0.0,0.0,0.0
cloud,1,decode,aten.detach_.default,[[1]],"[""torch.int64""]",16,0,0.0,0.0,0.0,0.0
cloud,1,decode,aten.lift_fresh.default,[[1]],"[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
cloud,1,decode,aten.detach_.default,[[1]],"[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
cloud,1,decode,aten.lift_fresh.default,"[[1, 257]]","[""torch.int32""]",8,0,0.0,0.0,0.0,0.0
cloud,1,decode,aten.detach_.default,"[[1, 257]]","[""torch.int32""]",8,0,0.0,0.0,0.0,0.0
cloud,1,decode,aten.lift_fresh.default,[[2]],"[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
cloud,1,decode,aten.detach_.default,[[2]],"[""torch.int32""]",16,0,0.0,0.0,0.0,0.0
cloud,1,decode,aten.empty.memory_format,[],[],232,0,0.0,0.0,0.0,0.0
cloud,1,decode,c10d.broadcast_.default,"[[1, 2048]]","[""torch.float16""]",16,16,766.944,47.934,7.456,158.08
cloud,1,decode,aten.detach.default,[[2048]],"[""torch.float16""]",432,0,0.0,0.0,0.0,0.0
cloud,1,decode,_C.fused_add_rms_norm.default,"[[1, 2048], [1, 2048], [2048]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",432,432,1163.552,2.6934074074074075,2.592,2.912
cloud,1,decode,aten.linear.default,"[[1, 2048], [1280, 2048], [1280]]","[""torch.float16"", ""torch.float16"", ""torch.float16""]",216,216,3046.203,14.102791666666667,13.696,14.88
cloud,1,decode,aten.split_with_sizes.default,"[[1, 1280]]","[""torch.float16""]",216,0,0.0,0.0,0.0,0.0
cloud,1,decode,_C.rotary_embedding.default,"[[1], [1, 1024], [1, 128], [32768, 128]]","[""torch.int64"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",216,216,527.744,2.4432592592592592,2.368,2.592
cloud,1,decode,aten.zeros.default,[],[],216,216,252.8,1.1703703703703705,1.152,1.216
cloud,1,decode,aten.view.default,"[[1, 1024]]","[""torch.float16""]",432,0,0.0,0.0,0.0,0.0
cloud,1,decode,aten.view.default,"[[1, 128]]","[""torch.float16""]",432,0,0.0,0.0,0.0,0.0
cloud,1,decode,vllm.unified_attention_with_output.default,"[[1, 8, 128], [1, 1, 128], [1, 1, 128], [1, 8, 128]]","[""torch.float16"", ""torch.float16"", ""torch.float16"", ""torch.float16""]",216,656,4913.53,22.747824074074074,22.272,24.8
cloud,1,decode,aten.view.default,"[[1, 8, 128]]","[""torch.float16""]",216,0,0.0,0.0,0.0,0.0
cloud,1,decode,aten.linear.default,"[[1, 1024], [2048, 1024]]","[""torch.float16"", ""torch.float16""]",216,216,2789.568,12.914666666666665,12.704,14.784
cloud,1,decode,vllm.all_reduce.default,"[[1, 2048]]","[""torch.float16""]",432,0,0.0,0.0,0.0,0.0
cloud,1,decode,pynccl.all_reduce,"[[1, 2048]]","[""torch.float16""]",432,432,11733.606,27.161125,8.192,469.087
cloud,1,decode,aten.linear.default,"[[1, 2048], [11008, 2048]]","[""torch.float16"", ""torch.float16""]",216,216,20212.776,93.57766666666667,93.216,97.248
cloud,1,decode,_C.silu_and_mul.default,"[[1, 5504], [1, 11008]]","[""torch.float16"", ""torch.float16""]",216,216,787.936,3.647851851851852,3.52,3.872
cloud,1,decode,aten.linear.default,"[[1, 5504], [2048, 5504]]","[""torch.float16"", ""torch.float16""]",216,432,12512.394,57.92775,57.376,58.784
