topology,observed_time_ns,gpu_index,role,dcgm_1001_gr_active,dcgm_1002_sm_active,dcgm_1005_dram_active,dcgm_1009_pcie_tx_bytes,dcgm_1010_pcie_rx_bytes,dcgm_155_power,dcgm_100_sm_clock,dcgm_101_mem_clock,dcgm_203_gpu_util,dcgm_204_mem_util,dcgm_252_fb_used
tp_1_2,1788592071703074684,1,unused,0.0,0.0,0.0,468098.0,264356.0,23.904,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592071703083485,2,cloud,0.144,0.089,0.093,46605872.0,50017325.0,120.298,1695.0,6251.0,18.0,13.0,4812.0
tp_1_2,1788592071703089675,3,cloud,0.272,0.093,0.094,421662369.0,3439433882.0,102.682,1695.0,6251.0,18.0,14.0,4812.0
tp_1_2,1788592072704133880,0,enterprise,0.141,0.114,0.117,72930545.0,9312782.0,105.938,1695.0,6251.0,17.0,18.0,4390.0
tp_1_2,1788592072704159288,1,unused,0.0,0.0,0.0,471041.0,262989.0,23.854,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592072704168611,2,cloud,0.232,0.121,0.126,171318191.0,1034137617.0,121.16,1695.0,6251.0,20.0,15.0,4812.0
tp_1_2,1788592072704175019,3,cloud,0.281,0.122,0.125,314523931.0,2358641357.0,104.402,1695.0,6251.0,27.0,13.0,4812.0
tp_1_2,1788592073705338398,0,enterprise,0.147,0.119,0.121,74452455.0,9655638.0,109.787,1695.0,6251.0,12.0,12.0,4390.0
tp_1_2,1788592073705352981,1,unused,0.0,0.0,0.0,475558.0,267310.0,23.804,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592073705361247,2,cloud,0.232,0.123,0.128,164363401.0,974593151.0,120.982,1695.0,6251.0,19.0,15.0,4812.0
tp_1_2,1788592073705367227,3,cloud,0.3,0.125,0.128,369927558.0,2837570037.0,105.46,1695.0,6251.0,43.0,17.0,4812.0
tp_1_2,1788592074706579928,0,enterprise,0.147,0.119,0.121,74324675.0,9636629.0,110.28,1695.0,6251.0,12.0,12.0,4390.0
tp_1_2,1788592074706620812,1,unused,0.0,0.0,0.0,487275.0,271612.0,23.806,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592074706629623,2,cloud,0.196,0.121,0.127,63288226.0,67925436.0,121.565,1695.0,6251.0,24.0,17.0,4812.0
tp_1_2,1788592074706642652,3,cloud,0.37,0.126,0.127,589964402.0,4831100158.0,105.496,1695.0,6251.0,37.0,15.0,4812.0
tp_1_2,1788592075707626974,0,enterprise,0.142,0.115,0.117,71657837.0,9483759.0,108.573,1695.0,6251.0,17.0,18.0,4390.0
tp_1_2,1788592075707636752,1,unused,0.0,0.0,0.0,475045.0,267974.0,23.806,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592075707645735,2,cloud,0.202,0.123,0.129,74613642.0,154466010.0,121.854,1695.0,6251.0,20.0,16.0,4812.0
tp_1_2,1788592075707652074,3,cloud,0.368,0.127,0.128,567759089.0,4626560338.0,105.652,1695.0,6251.0,44.0,18.0,4812.0
tp_1_2,1788592076708849678,0,enterprise,0.146,0.118,0.121,74349290.0,9581041.0,110.745,1695.0,6251.0,18.0,18.0,4390.0
tp_1_2,1788592076708866234,1,unused,0.0,0.0,0.0,486282.0,270383.0,23.804,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592076708875121,2,cloud,0.203,0.124,0.13,73866136.0,154858929.0,121.797,1695.0,6251.0,21.0,17.0,4812.0
tp_1_2,1788592076708881093,3,cloud,0.391,0.129,0.13,641577702.0,5276158672.0,106.06,1695.0,6251.0,36.0,14.0,4812.0
tp_1_2,1788592077710052594,0,enterprise,0.147,0.119,0.122,74500714.0,9729874.0,110.647,1695.0,6251.0,17.0,17.0,4390.0
tp_1_2,1788592077710067134,1,unused,0.0,0.0,0.0,486470.0,273258.0,23.804,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592077710075800,2,cloud,0.202,0.12,0.126,86025677.0,277007761.0,122.297,1695.0,6251.0,20.0,17.0,4812.0
tp_1_2,1788592077710081804,3,cloud,0.381,0.125,0.126,620392225.0,5109618918.0,105.754,1695.0,6251.0,42.0,19.0,4812.0
tp_1_2,1788592078711102693,0,enterprise,0.142,0.115,0.117,71489547.0,9279937.0,110.131,1695.0,6251.0,14.0,14.0,4390.0
tp_1_2,1788592078711119034,1,unused,0.0,0.0,0.0,482686.0,268554.0,23.806,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592078711127576,2,cloud,0.208,0.124,0.129,90342819.0,295548664.0,122.858,1695.0,6251.0,20.0,16.0,4812.0
tp_1_2,1788592078711133439,3,cloud,0.366,0.128,0.129,559363124.0,4540514855.0,106.169,1695.0,6251.0,33.0,14.0,4812.0
tp_1_2,1788592079712294502,0,enterprise,0.148,0.119,0.122,74529899.0,9749467.0,110.473,1695.0,6251.0,12.0,12.0,4390.0
tp_1_2,1788592079712309304,1,unused,0.0,0.0,0.0,488865.0,274987.0,23.806,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592079712318104,2,cloud,0.199,0.123,0.129,64173297.0,69611704.0,122.453,1695.0,6251.0,18.0,15.0,4812.0
tp_1_2,1788592079712324085,3,cloud,0.372,0.128,0.129,587057584.0,4797084443.0,105.651,1695.0,6251.0,38.0,17.0,4812.0
tp_1_2,1788592080713493831,0,enterprise,0.147,0.119,0.122,74352192.0,9659584.0,101.445,1680.0,6251.0,0.0,0.0,4390.0
tp_1_2,1788592080713515028,1,unused,0.0,0.0,0.0,499989.0,277206.0,23.861,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592080713521361,2,cloud,0.198,0.122,0.128,63544389.0,68238061.0,123.413,1665.0,6251.0,80.0,32.0,4812.0
tp_1_2,1788592080713527069,3,cloud,0.363,0.127,0.128,566852871.0,4620654795.0,105.274,1665.0,6251.0,7.0,3.0,4812.0
tp_1_2,1788592081714566310,0,enterprise,0.117,0.099,0.082,46184710.0,24948004.0,108.395,1695.0,6251.0,11.0,11.0,4390.0
tp_1_2,1788592081714584598,1,unused,0.0,0.0,0.0,502600.0,277244.0,23.911,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592081714593618,2,cloud,0.197,0.121,0.1,626143899.0,561226688.0,114.157,1695.0,6251.0,18.0,12.0,4812.0
tp_1_2,1788592081714599427,3,cloud,0.325,0.123,0.099,770602303.0,2201223814.0,100.655,1695.0,6251.0,25.0,12.0,4812.0
tp_1_2,1788592082715725379,0,enterprise,0.131,0.114,0.108,22639497.0,8849767.0,108.856,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592082715745573,1,unused,0.0,0.0,0.0,501037.0,278014.0,23.906,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592082715753917,2,cloud,0.185,0.113,0.107,30913801.0,133509928.0,120.389,1695.0,6251.0,20.0,16.0,4812.0
tp_1_2,1788592082715759684,3,cloud,0.344,0.115,0.108,153023106.0,1237724444.0,103.391,1695.0,6251.0,44.0,15.0,4812.0
tp_1_2,1788592083716886496,0,enterprise,0.127,0.11,0.104,20472627.0,8611062.0,108.754,1695.0,6251.0,10.0,10.0,4390.0
tp_1_2,1788592083716901801,1,unused,0.0,0.0,0.0,488129.0,274287.0,23.858,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592083716910625,2,cloud,0.173,0.115,0.11,19900967.0,31191086.0,120.016,1695.0,6251.0,16.0,13.0,4812.0
tp_1_2,1788592083716916358,3,cloud,0.372,0.118,0.11,175621149.0,1438072736.0,102.894,1695.0,6251.0,41.0,14.0,4812.0
tp_1_2,1788592084717928476,0,enterprise,0.13,0.113,0.107,21307992.0,8788898.0,107.758,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592084717961444,1,unused,0.0,0.0,0.0,512149.0,283565.0,23.812,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592084717971143,2,cloud,0.172,0.115,0.11,20920523.0,31127531.0,119.907,1695.0,6251.0,19.0,15.0,4812.0
tp_1_2,1788592084717977511,3,cloud,0.376,0.118,0.11,177902453.0,1448910467.0,103.295,1695.0,6251.0,37.0,14.0,4812.0
tp_1_2,1788592085719030800,0,enterprise,0.131,0.114,0.107,21200549.0,8837376.0,107.539,1695.0,6251.0,10.0,10.0,4390.0
tp_1_2,1788592085719058306,1,unused,0.0,0.0,0.0,485784.0,272141.0,23.811,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592085719065692,2,cloud,0.171,0.114,0.109,19722310.0,30851524.0,119.531,1695.0,6251.0,15.0,12.0,4812.0
tp_1_2,1788592085719075130,3,cloud,0.365,0.116,0.109,172544004.0,1411877077.0,103.731,1695.0,6251.0,35.0,13.0,4812.0
tp_1_2,1788592086720189537,0,enterprise,0.126,0.109,0.103,20417593.0,8496478.0,108.065,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592086720212651,1,unused,0.0,0.0,0.0,476729.0,266093.0,23.806,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592086720222531,2,cloud,0.173,0.115,0.11,20997106.0,31214775.0,119.723,1695.0,6251.0,17.0,13.0,4812.0
tp_1_2,1788592086720229425,3,cloud,0.388,0.118,0.11,186362937.0,1534698294.0,103.289,1695.0,6251.0,25.0,11.0,4812.0
tp_1_2,1788592087721121383,0,enterprise,0.131,0.114,0.108,21222597.0,8833582.0,108.106,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592087721147879,1,unused,0.0,0.0,0.0,476058.0,268323.0,23.854,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592087721157093,2,cloud,0.175,0.113,0.108,23136700.0,62587010.0,120.211,1695.0,6251.0,20.0,16.0,4812.0
tp_1_2,1788592087721163403,3,cloud,0.368,0.116,0.108,173437770.0,1410591107.0,103.246,1695.0,6251.0,46.0,16.0,4812.0
tp_1_2,1788592088722041737,0,enterprise,0.126,0.109,0.104,20424533.0,8525314.0,108.42,1695.0,6251.0,12.0,12.0,4390.0
tp_1_2,1788592088722061384,1,unused,0.0,0.0,0.0,473904.0,263901.0,23.856,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592088722074782,2,cloud,0.172,0.115,0.11,19876590.0,31098804.0,120.598,1695.0,6251.0,15.0,12.0,4812.0
tp_1_2,1788592088722086442,3,cloud,0.391,0.118,0.109,191001692.0,1576811719.0,102.974,1695.0,6251.0,35.0,12.0,4812.0
tp_1_2,1788592089723014784,0,enterprise,0.131,0.114,0.107,21312328.0,8868347.0,108.47,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592089723023156,1,unused,0.0,0.0,0.0,477637.0,268353.0,23.863,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592089723031401,2,cloud,0.172,0.114,0.109,20848262.0,30970967.0,120.725,1695.0,6251.0,18.0,14.0,4812.0
tp_1_2,1788592089723037119,3,cloud,0.368,0.117,0.11,169983010.0,1387948531.0,103.631,1695.0,6251.0,37.0,13.0,4812.0
tp_1_2,1788592090723804269,0,enterprise,0.13,0.113,0.107,21163635.0,8761399.0,110.079,1695.0,6251.0,10.0,10.0,4390.0
tp_1_2,1788592090723824250,1,unused,0.0,0.0,0.0,468558.0,261722.0,23.861,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592090723832896,2,cloud,0.176,0.114,0.109,23508263.0,65158254.0,121.101,1695.0,6251.0,17.0,13.0,4812.0
tp_1_2,1788592090723838708,3,cloud,0.351,0.116,0.108,159460944.0,1284930819.0,104.332,1695.0,6251.0,35.0,14.0,4812.0
tp_1_2,1788592091724990420,0,enterprise,0.127,0.11,0.104,20527699.0,8597949.0,108.949,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592091725036498,1,unused,0.0,0.0,0.0,455261.0,258185.0,23.804,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592091725047694,2,cloud,0.175,0.116,0.111,20286489.0,33350975.0,121.021,1695.0,6251.0,15.0,12.0,4812.0
tp_1_2,1788592091725061641,3,cloud,0.374,0.119,0.111,174001756.0,1422243833.0,104.081,1695.0,6251.0,34.0,12.0,4812.0
tp_1_2,1788592092726200814,0,enterprise,0.126,0.11,0.104,21844334.0,8507889.0,109.538,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592092726234609,1,unused,0.0,0.0,0.0,469376.0,262178.0,23.856,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592092726247921,2,cloud,0.169,0.112,0.107,20594732.0,31818642.0,120.661,1695.0,6251.0,16.0,13.0,4812.0
tp_1_2,1788592092726254464,3,cloud,0.376,0.115,0.107,177186124.0,1446185611.0,103.186,1695.0,6251.0,37.0,11.0,4812.0
tp_1_2,1788592093727223915,0,enterprise,0.131,0.114,0.108,21253244.0,8851784.0,110.117,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592093727244705,1,unused,0.0,0.0,0.0,470555.0,265324.0,23.861,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592093727253416,2,cloud,0.168,0.112,0.107,19382731.0,30329952.0,121.186,1695.0,6251.0,18.0,14.0,4812.0
tp_1_2,1788592093727259335,3,cloud,0.421,0.116,0.107,214622399.0,1792015897.0,104.411,1695.0,6251.0,43.0,13.0,4812.0
tp_1_2,1788592094728378985,0,enterprise,0.126,0.11,0.104,20440452.0,8512953.0,110.313,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592094728395600,1,unused,0.0,0.0,0.0,474189.0,265586.0,23.809,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592094728403956,2,cloud,0.171,0.114,0.109,20768605.0,30831618.0,123.195,1695.0,6251.0,19.0,15.0,4812.0
tp_1_2,1788592094728409936,3,cloud,0.447,0.118,0.109,233609080.0,1960807592.0,104.339,1695.0,6251.0,46.0,14.0,4812.0
tp_1_2,1788592095729510108,0,enterprise,0.126,0.11,0.104,20439203.0,8515826.0,107.948,1695.0,6251.0,12.0,12.0,4390.0
tp_1_2,1788592095729526793,1,unused,0.0,0.0,0.0,472095.0,265553.0,23.804,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592095729535078,2,cloud,0.178,0.114,0.109,24428280.0,73121034.0,122.726,1695.0,6251.0,19.0,15.0,4812.0
tp_1_2,1788592095729541197,3,cloud,0.43,0.117,0.109,222829336.0,1854745816.0,104.955,1695.0,6251.0,48.0,16.0,4812.0
tp_1_2,1788592096730471088,0,enterprise,0.131,0.114,0.108,21364132.0,8912116.0,108.554,1695.0,6251.0,10.0,10.0,4390.0
tp_1_2,1788592096730506332,1,unused,0.0,0.0,0.0,471969.0,264750.0,23.803,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592096730514565,2,cloud,0.171,0.113,0.108,20485148.0,39435755.0,122.344,1695.0,6251.0,15.0,12.0,4812.0
tp_1_2,1788592096730524769,3,cloud,0.427,0.117,0.108,219989683.0,1839651956.0,105.066,1695.0,6251.0,43.0,13.0,4812.0
tp_1_2,1788592097731593056,0,enterprise,0.126,0.11,0.104,20524047.0,8553933.0,108.137,1695.0,6251.0,13.0,14.0,4390.0
tp_1_2,1788592097731633526,1,unused,0.0,0.0,0.0,483289.0,270133.0,23.854,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592097731645325,2,cloud,0.173,0.115,0.11,21177668.0,33276940.0,122.185,1695.0,6251.0,26.0,12.0,4812.0
tp_1_2,1788592097731654854,3,cloud,0.438,0.119,0.11,222818871.0,1862925790.0,104.599,1695.0,6251.0,34.0,11.0,4812.0
tp_1_2,1788592098732690627,0,enterprise,0.13,0.113,0.106,21240034.0,8750236.0,109.186,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592098732721907,1,unused,0.0,0.0,0.0,475214.0,262029.0,23.904,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592098732730165,2,cloud,0.18,0.113,0.107,27639617.0,104315987.0,123.018,1695.0,6251.0,19.0,15.0,4812.0
tp_1_2,1788592098732740486,3,cloud,0.417,0.116,0.107,213021754.0,1768631265.0,105.028,1695.0,6251.0,44.0,14.0,4812.0
tp_1_2,1788592099733711915,0,enterprise,0.128,0.111,0.105,20493448.0,8637848.0,108.661,1695.0,6251.0,12.0,12.0,4390.0
tp_1_2,1788592099733746961,1,unused,0.0,0.0,0.0,465260.0,262154.0,23.906,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592099733754155,2,cloud,0.173,0.115,0.11,19848934.0,31075710.0,123.864,1695.0,6251.0,18.0,15.0,4812.0
tp_1_2,1788592099733764854,3,cloud,0.444,0.119,0.11,231836649.0,1943452898.0,105.673,1695.0,6251.0,50.0,16.0,4812.0
tp_1_2,1788592100734965156,0,enterprise,0.126,0.11,0.104,20535900.0,8576336.0,110.241,1695.0,6251.0,10.0,10.0,4390.0
tp_1_2,1788592100734999175,1,unused,0.0,0.0,0.0,486798.0,271854.0,23.855,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592100735011757,2,cloud,0.17,0.113,0.108,20623454.0,30607168.0,123.474,1695.0,6251.0,16.0,13.0,4812.0
tp_1_2,1788592100735018439,3,cloud,0.434,0.117,0.108,224490223.0,1880492535.0,105.518,1695.0,6251.0,47.0,14.0,4812.0
tp_1_2,1788592101736197165,0,enterprise,0.131,0.114,0.108,21293955.0,8864555.0,107.807,1695.0,6251.0,10.0,10.0,4390.0
tp_1_2,1788592101736238707,1,unused,0.0,0.0,0.0,469994.0,264276.0,23.804,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592101736251358,2,cloud,0.181,0.113,0.107,27529969.0,103605008.0,122.689,1695.0,6251.0,15.0,12.0,4812.0
tp_1_2,1788592101736257669,3,cloud,0.422,0.116,0.108,213280043.0,1770409898.0,104.757,1695.0,6251.0,41.0,13.0,4812.0
tp_1_2,1788592102737233676,0,enterprise,0.126,0.11,0.104,21879730.0,8542612.0,107.84,1695.0,6251.0,10.0,10.0,4390.0
tp_1_2,1788592102737277250,1,unused,0.0,0.0,0.0,485244.0,270597.0,23.803,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592102737285399,2,cloud,0.178,0.114,0.109,25699831.0,75462606.0,123.455,1695.0,6251.0,15.0,12.0,4812.0
tp_1_2,1788592102737296020,3,cloud,0.416,0.118,0.109,207686589.0,1728087513.0,105.21,1695.0,6251.0,44.0,13.0,4812.0
tp_1_2,1788592103738371673,0,enterprise,0.126,0.11,0.104,20506033.0,8539984.0,107.886,1695.0,6251.0,10.0,10.0,4390.0
tp_1_2,1788592103738381895,1,unused,0.0,0.0,0.0,486368.0,273200.0,23.854,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592103738390316,2,cloud,0.182,0.113,0.108,27477183.0,102166036.0,122.974,1695.0,6251.0,15.0,12.0,4812.0
tp_1_2,1788592103738396251,3,cloud,0.43,0.117,0.108,221350176.0,1842208681.0,104.956,1695.0,6251.0,42.0,13.0,4812.0
tp_1_2,1788592104739510834,0,enterprise,0.126,0.11,0.104,20497966.0,8537894.0,108.908,1695.0,6251.0,13.0,14.0,4390.0
tp_1_2,1788592104739541536,1,unused,0.0,0.0,0.0,479702.0,268084.0,23.904,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592104739548287,2,cloud,0.171,0.113,0.108,20044145.0,35132449.0,123.493,1695.0,6251.0,14.0,11.0,4812.0
tp_1_2,1788592104739583904,3,cloud,0.429,0.116,0.108,221470182.0,1853575731.0,104.886,1695.0,6251.0,38.0,11.0,4812.0
tp_1_2,1788592105740470293,0,enterprise,0.13,0.113,0.107,21199733.0,8711061.0,108.711,1695.0,6251.0,13.0,14.0,4390.0
tp_1_2,1788592105740502924,1,unused,0.0,0.0,0.0,474554.0,266300.0,23.904,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592105740510290,2,cloud,0.171,0.112,0.107,21735954.0,42311001.0,123.155,1695.0,6251.0,15.0,12.0,4812.0
tp_1_2,1788592105740520270,3,cloud,0.434,0.116,0.107,224213499.0,1878908984.0,104.599,1695.0,6251.0,37.0,11.0,4812.0
tp_1_2,1788592106741594601,0,enterprise,0.128,0.111,0.105,20489813.0,8625467.0,108.872,1695.0,6251.0,12.0,12.0,4390.0
tp_1_2,1788592106741625661,1,unused,0.0,0.0,0.0,476056.0,266286.0,23.853,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592106741633840,2,cloud,0.18,0.113,0.107,27499659.0,103268579.0,123.379,1695.0,6251.0,14.0,11.0,4812.0
tp_1_2,1788592106741643200,3,cloud,0.421,0.116,0.107,214701016.0,1783588752.0,104.353,1695.0,6251.0,37.0,12.0,4812.0
tp_1_2,1788592107742849656,0,enterprise,0.127,0.11,0.104,20480509.0,8527184.0,110.905,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592107742888928,1,unused,0.0,0.0,0.0,468733.0,263630.0,23.804,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592107742900173,2,cloud,0.172,0.115,0.109,19710546.0,30899786.0,124.394,1695.0,6251.0,16.0,13.0,4812.0
tp_1_2,1788592107742906522,3,cloud,0.441,0.119,0.11,227310420.0,1903548400.0,105.462,1695.0,6251.0,38.0,12.0,4812.0
tp_1_2,1788592108743841242,0,enterprise,0.126,0.11,0.104,20432420.0,8497868.0,112.923,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592108743872920,1,unused,0.0,0.0,0.0,477606.0,267541.0,23.856,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592108743881261,2,cloud,0.172,0.114,0.109,20817482.0,30867599.0,124.604,1695.0,6251.0,17.0,13.0,4812.0
tp_1_2,1788592108743891845,3,cloud,0.44,0.118,0.109,226618434.0,1898228369.0,104.298,1695.0,6251.0,28.0,11.0,4812.0
tp_1_2,1788592109744996153,0,enterprise,0.127,0.11,0.104,20448076.0,8502636.0,113.815,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592109745026631,1,unused,0.0,0.0,0.0,477047.0,267289.0,23.859,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592109745037601,2,cloud,0.169,0.112,0.107,19510464.0,31318063.0,125.028,1695.0,6251.0,17.0,13.0,4812.0
tp_1_2,1788592109745043851,3,cloud,0.425,0.116,0.107,218371418.0,1816644768.0,104.916,1695.0,6251.0,38.0,12.0,4812.0
tp_1_2,1788592110746090869,0,enterprise,0.132,0.114,0.108,21226332.0,8835139.0,113.356,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592110746117324,1,unused,0.0,0.0,0.0,473525.0,265276.0,23.856,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592110746124526,2,cloud,0.169,0.112,0.107,19392752.0,30324629.0,125.168,1695.0,6251.0,18.0,14.0,4812.0
tp_1_2,1788592110746134082,3,cloud,0.432,0.116,0.107,224702102.0,1883376943.0,105.41,1695.0,6251.0,41.0,13.0,4812.0
tp_1_2,1788592111747038327,0,enterprise,0.127,0.11,0.104,20449969.0,8514159.0,112.38,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592111747083392,1,unused,0.0,0.0,0.0,474551.0,266807.0,23.854,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592111747091259,2,cloud,0.171,0.114,0.109,20719719.0,30730084.0,125.971,1695.0,6251.0,20.0,15.0,4812.0
tp_1_2,1788592111747100618,3,cloud,0.441,0.118,0.109,227676713.0,1908117813.0,105.511,1695.0,6251.0,46.0,14.0,4812.0
tp_1_2,1788592112748220358,0,enterprise,0.127,0.11,0.104,21791042.0,8497952.0,110.756,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592112748263735,1,unused,0.0,0.0,0.0,467553.0,262522.0,23.804,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592112748275818,2,cloud,0.172,0.114,0.109,19894940.0,32655505.0,125.862,1695.0,6251.0,20.0,16.0,4812.0
tp_1_2,1788592112748282658,3,cloud,0.429,0.118,0.109,217484749.0,1806424514.0,106.259,1695.0,6251.0,48.0,15.0,4812.0
tp_1_2,1788592113749406430,0,enterprise,0.127,0.11,0.104,20626351.0,8608560.0,111.288,1695.0,6251.0,15.0,15.0,4390.0
tp_1_2,1788592113749435736,1,unused,0.0,0.0,0.0,473070.0,265021.0,23.806,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592113749446722,2,cloud,0.17,0.113,0.108,20562845.0,30519468.0,126.268,1695.0,6251.0,20.0,16.0,4812.0
tp_1_2,1788592113749453075,3,cloud,0.428,0.117,0.108,218627823.0,1828167366.0,106.535,1695.0,6251.0,50.0,16.0,4812.0
tp_1_2,1788592114750422523,0,enterprise,0.131,0.113,0.107,21312093.0,8838483.0,110.244,1695.0,6251.0,12.0,12.0,4390.0
tp_1_2,1788592114750463133,1,unused,0.0,0.0,0.0,478147.0,267559.0,23.806,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592114750470749,2,cloud,0.181,0.113,0.107,27465984.0,103432981.0,125.505,1695.0,6251.0,19.0,15.0,4812.0
tp_1_2,1788592114750485690,3,cloud,0.417,0.116,0.107,213105051.0,1769687189.0,106.384,1695.0,6251.0,50.0,16.0,4812.0
tp_1_2,1788592115751576801,0,enterprise,0.127,0.111,0.104,20529452.0,8602411.0,112.006,1695.0,6251.0,10.0,10.0,4390.0
tp_1_2,1788592115751603371,1,unused,0.0,0.0,0.0,508244.0,279814.0,23.804,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592115751610144,2,cloud,0.173,0.114,0.109,20706472.0,40070496.0,125.706,1695.0,6251.0,17.0,13.0,4812.0
tp_1_2,1788592115751620333,3,cloud,0.432,0.118,0.11,222182334.0,1857726852.0,106.288,1695.0,6251.0,47.0,14.0,4812.0
tp_1_2,1788592116752691166,0,enterprise,0.127,0.11,0.104,20482882.0,8544950.0,110.475,1695.0,6251.0,10.0,10.0,4390.0
tp_1_2,1788592116752723664,1,unused,0.0,0.0,0.0,469859.0,263406.0,23.804,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592116752735578,2,cloud,0.172,0.114,0.109,20733358.0,30796219.0,125.148,1695.0,6251.0,17.0,13.0,4812.0
tp_1_2,1788592116752742082,3,cloud,0.442,0.118,0.109,228198006.0,1912747641.0,105.801,1695.0,6251.0,46.0,14.0,4812.0
tp_1_2,1788592117753607727,0,enterprise,0.127,0.11,0.104,20534540.0,8562545.0,110.553,1695.0,6251.0,10.0,10.0,4390.0
tp_1_2,1788592117753617446,1,unused,0.0,0.0,0.0,466623.0,262571.0,23.803,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592117753625617,2,cloud,0.182,0.113,0.108,27909694.0,106322403.0,125.263,1695.0,6251.0,16.0,13.0,4812.0
tp_1_2,1788592117753631378,3,cloud,0.418,0.116,0.108,210683335.0,1747444681.0,105.439,1695.0,6251.0,45.0,14.0,4812.0
tp_1_2,1788592118754740171,0,enterprise,0.132,0.114,0.108,21259589.0,8842376.0,111.041,1695.0,6251.0,11.0,11.0,4390.0
tp_1_2,1788592118754770291,1,unused,0.0,0.0,0.0,479644.0,268336.0,23.804,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592118754781041,2,cloud,0.169,0.113,0.107,19371943.0,30312514.0,125.827,1695.0,6251.0,14.0,11.0,4812.0
tp_1_2,1788592118754788542,3,cloud,0.437,0.116,0.107,229149237.0,1923574128.0,105.89,1695.0,6251.0,40.0,12.0,4812.0
tp_1_2,1788592119755898237,0,enterprise,0.127,0.11,0.104,20514744.0,8550101.0,110.102,1695.0,6251.0,12.0,12.0,4390.0
tp_1_2,1788592119755927767,1,unused,0.0,0.0,0.0,471567.0,265320.0,23.804,210.0,405.0,0.0,0.0,0.0
tp_1_2,1788592119755939213,2,cloud,0.171,0.114,0.108,20625030.0,30604538.0,125.855,1695.0,6251.0,14.0,11.0,4812.0
